YEAR,HR,DT,MN,DPT,WBT,DBT,Normal_Temp
2019,36,30,4,24.5,27.2,33.6,33.0
2019,48,1,4,22.8,25.0,29.8,33.0
2019,48,2,4,23.8,25.6,29.6,33.0
2019,48,3,4,23.8,25.8,30.4,33.0
2019,48,4,4,24.8,26.4,30.2,33.0
2019,48,5,4,19.0,23.4,31.8,33.0
2019,48,6,4,22.0,25.0,31.4,33.0
2019,48,7,4,23.8,26.0,31.0,33.0
2019,48,8,4,24.0,26.4,32.0,33.0
2019,48,9,4,22.1,25.0,31.2,33.0
2019,48,10,4,23.8,26.0,31.0,33.0
2019,48,11,4,23.3,26.0,32.0,33.0
2019,48,12,4,25.1,26.8,31.0,33.0
2019,48,13,4,23.1,26.0,32.6,33.0
2019,48,14,4,24.1,26.6,32.4,33.0
2019,48,15,4,24.2,26.4,31.6,33.0
2019,48,16,4,24.2,26.4,31.6,33.0
2019,48,17,4,14.7,21.0,31.0,33.0
2019,48,18,4,20.3,24.0,31.4,33.0
2019,48,19,4,20.6,24.8,33.4,33.0
2019,48,20,4,23.0,25.6,31.4,33.0
2019,48,21,4,22.8,25.4,31.2,33.0
2019,48,22,4,21.8,25.2,32.4,33.0
2019,48,23,4,24.0,26.4,32.0,33.0
2019,48,24,4,23.8,26.2,31.8,33.0
2019,48,25,4,22.4,25.8,33.2,33.0
2019,48,26,4,24.9,27.2,32.8,33.0
2019,48,27,4,23.0,26.8,35.4,33.0
2019,48,28,4,23.0,26.2,33.4,33.0
2019,48,29,4,25.3,27.2,31.8,33.0
2019,48,30,4,24.9,27.0,32.0,33.0
2019,60,1,4,22.0,23.6,26.8,33.0
2019,60,2,4,23.7,24.8,27.2,33.0
2019,60,3,4,24.5,25.4,27.4,33.0
2019,60,4,4,24.1,25.4,28.4,33.0
2019,60,5,4,23.5,25.0,28.4,33.0
2019,60,6,4,22.5,24.4,28.4,33.0
2019,60,7,4,24.1,25.4,28.4,33.0
2019,60,8,4,24.2,25.6,28.8,33.0
2019,60,9,4,22.8,24.6,28.4,33.0
2019,60,10,4,23.5,25.0,28.4,33.0
2019,60,11,4,24.1,25.6,29.0,33.0
2019,60,12,4,24.8,26.0,28.8,33.0
2019,60,13,4,23.1,25.2,29.8,33.0
2019,60,14,4,24.3,26.0,30.0,33.0
2019,60,15,4,24.7,26.2,29.8,33.0
2019,60,16,4,24.4,26.0,29.8,33.0
2019,60,17,4,17.2,21.0,27.4,33.0
2019,60,18,4,20.8,23.4,28.6,33.0
2019,60,19,4,20.6,23.4,29.0,33.0
2019,60,20,4,23.1,24.8,28.6,33.0
2019,60,21,4,21.9,24.0,28.4,33.0
2019,60,22,4,24.1,25.6,29.0,33.0
2019,60,23,4,23.9,25.4,28.8,33.0
2019,60,24,4,23.6,25.4,29.4,33.0
2019,60,25,4,22.7,25.0,30.0,33.0
2019,60,26,4,24.4,26.4,31.0,33.0
2019,60,27,4,24.0,26.6,32.6,33.0
2019,60,28,4,23.8,26.0,31.0,33.0
2019,60,29,4,24.2,25.8,29.4,33.0
2019,60,30,4,24.8,26.2,29.4,33.0
2019,72,1,4,22.6,23.4,25.0,33.0
2019,72,2,4,23.2,24.4,27.0,33.0
2019,72,3,4,24.1,25.0,27.0,33.0
2019,72,4,4,23.6,25.0,28.2,33.0
2019,72,5,4,23.2,24.2,26.4,33.0
2019,72,6,4,23.5,24.6,27.0,33.0
2019,72,7,4,24.7,25.6,27.6,33.0
2019,72,8,4,23.7,24.8,27.2,33.0
2019,72,9,4,23.5,24.6,27.0,33.0
2019,72,10,4,24.6,25.6,27.8,33.0
2019,72,11,4,25.1,26.0,28.2,33.0
2019,72,12,4,23.9,25.0,27.4,33.0
2019,72,13,4,24.9,26.4,30.0,33.0
2019,72,14,4,24.3,26.2,30.6,33.0
2019,72,15,4,24.4,25.8,29.0,33.0
2019,72,16,4,22.7,24.6,28.6,33.0
2019,72,17,4,19.1,21.6,26.2,33.0
2019,72,18,4,22.7,24.4,28.0,33.0
2019,72,19,4,22.5,24.4,28.4,33.0
2019,72,20,4,22.7,24.0,26.8,33.0
2019,72,21,4,21.9,23.4,26.4,33.0
2019,72,22,4,24.1,25.4,28.4,33.0
2019,72,23,4,23.6,25.0,28.2,33.0
2019,72,24,4,22.7,24.6,28.6,33.0
2019,72,25,4,24.7,26.0,29.0,33.0
2019,72,26,4,24.9,26.4,30.0,33.0
2019,72,27,4,24.9,26.4,30.0,33.0
2019,72,28,4,24.6,26.2,30.0,33.0
2019,72,29,4,25.2,26.2,28.6,33.0
2019,72,30,4,24.8,26.0,28.8,33.0
2019,84,1,4,21.9,22.6,24.0,33.0
2019,84,2,4,21.4,22.4,24.4,33.0
2019,84,3,4,22.4,23.8,26.8,33.0
2019,84,4,4,24.0,24.6,26.0,33.0
2019,84,5,4,23.7,25.0,28.0,33.0
2019,84,6,4,23.1,24.0,26.0,33.0
2019,84,7,4,22.9,23.6,25.0,33.0
2019,84,8,4,24.3,25.0,26.6,33.0
2019,84,9,4,23.8,24.4,25.8,33.0
2019,84,10,4,23.7,24.4,26.0,33.0
2019,84,11,4,23.6,24.6,26.8,33.0
2019,84,12,4,25.1,26.0,28.2,33.0
2019,84,13,4,22.8,23.8,26.0,33.0
2019,84,14,4,23.3,24.8,28.0,33.0
2019,84,15,4,25.3,26.4,29.0,33.0
2019,84,16,4,24.1,25.4,28.4,33.0
2019,84,17,4,22.2,24.0,27.8,33.0
2019,84,18,4,19.2,21.6,26.0,33.0
2019,84,19,4,23.4,24.6,27.2,33.0
2019,84,20,4,22.6,23.6,25.6,33.0
2019,84,21,4,23.4,24.4,26.6,33.0
2019,84,22,4,22.6,23.6,25.6,33.0
2019,84,23,4,23.1,24.4,27.2,33.0
2019,84,24,4,24.4,25.4,27.6,33.0
2019,84,26,4,24.7,25.8,28.4,33.0
2019,84,27,4,23.7,25.0,28.0,33.0
2019,84,28,4,25.2,26.6,30.0,33.0
2019,84,29,4,25.3,26.4,29.0,33.0
2019,84,30,4,24.0,24.8,26.6,33.0
2019,0,1,5,24.2,25.2,27.4,33.3
2019,0,2,5,22.1,23.4,26.0,33.3
2019,0,3,5,22.2,23.2,25.2,33.3
2019,0,4,5,22.1,24.0,28.0,33.3
2019,0,5,5,22.4,24.0,27.4,33.3
2019,0,6,5,23.6,24.6,26.8,33.3
2019,0,7,5,23.3,24.2,26.2,33.3
2019,0,8,5,23.2,24.8,28.2,33.3
2019,0,9,5,22.0,23.4,26.2,33.3
2019,0,10,5,22.9,24.2,27.0,33.3
2019,0,11,5,24.1,24.8,26.4,33.3
2019,0,12,5,22.5,23.6,25.8,33.3
2019,0,13,5,23.2,24.4,27.0,33.3
2019,0,14,5,22.9,24.0,26.4,33.3
2019,0,15,5,22.8,23.8,26.0,33.3
2019,0,16,5,23.0,24.0,26.2,33.3
2019,0,17,5,23.3,24.4,26.2,33.3
2019,0,18,5,24.2,24.8,26.2,33.3
2019,0,19,5,24.1,24.8,26.4,33.3
2019,0,21,5,25.4,26.2,28.0,33.3
2019,0,22,5,24.7,25.8,28.4,33.3
2019,0,23,5,24.8,25.6,27.4,33.3
2019,0,24,5,24.4,25.6,28.4,33.3
2019,0,25,5,25.2,26.2,28.6,33.3
2019,0,26,5,23.7,25.0,28.0,33.3
2019,0,27,5,24.1,25.6,29.0,33.3
2019,0,28,5,24.1,25.2,27.6,33.3
2019,0,29,5,24.5,25.6,28.2,33.3
2019,0,30,5,24.2,25.6,28.8,33.3
2019,0,31,5,24.0,25.2,27.8,33.3
2019,12,1,5,23.4,25.4,29.8,33.3
2019,12,2,5,21.7,24.0,28.8,33.3
2019,12,3,5,22.4,24.4,28.6,33.3
2019,12,4,5,22.7,24.8,29.4,33.3
2019,12,5,5,22.9,25.2,30.2,33.3
2019,12,6,5,23.4,25.2,29.2,33.3
2019,12,7,5,23.4,25.4,29.8,33.3
2019,12,8,5,23.0,25.2,30.0,33.3
2019,12,9,5,22.2,24.6,29.6,33.3
2019,12,10,5,22.7,24.8,29.4,33.3
2019,12,11,5,22.1,24.6,29.8,33.3
2019,12,12,5,22.6,25.0,30.2,33.3
2019,12,13,5,23.2,25.4,30.2,33.3
2019,12,14,5,22.7,25.0,30.0,33.3
2019,12,15,5,22.8,25.2,30.4,33.3
2019,12,16,5,22.7,24.8,29.4,33.3
2019,12,17,5,24.1,25.8,29.6,33.3
2019,12,18,5,24.9,26.4,30.0,33.3
2019,12,19,5,25.6,27.0,30.4,33.3
2019,12,20,5,25.5,26.8,30.0,33.3
2019,12,21,5,25.4,27.0,31.0,33.3
2019,12,22,5,24.7,26.4,30.4,33.3
2019,12,23,5,24.7,26.4,30.4,33.3
2019,12,24,5,23.4,26.0,31.8,33.3
2019,12,25,5,24.9,26.6,30.6,33.3
2019,12,26,5,22.7,25.2,30.6,33.3
2019,12,27,5,24.4,26.4,31.0,33.3
2019,12,28,5,24.0,26.0,30.6,33.3
2019,12,29,5,24.1,26.2,31.0,33.3
2019,12,30,5,24.5,26.4,30.8,33.3
2019,12,31,5,23.9,26.0,30.8,33.3
2019,24,1,5,23.0,26.0,32.8,33.3
2019,24,2,5,21.5,25.2,33.0,33.3
2019,24,3,5,22.0,25.2,32.0,33.3
2019,24,4,5,22.0,25.4,32.8,33.3
2019,24,5,5,20.9,25.0,33.4,33.3
2019,24,6,5,23.3,26.0,32.0,33.3
2019,24,7,5,23.2,26.0,32.4,33.3
2019,24,8,5,22.3,25.4,32.2,33.3
2019,24,9,5,22.1,25.4,32.6,33.3
2019,24,10,5,22.9,26.0,33.0,33.3
2019,24,11,5,22.7,25.8,32.6,33.3
2019,24,12,5,23.1,26.0,32.6,33.3
2019,24,13,5,23.2,26.0,32.4,33.3
2019,24,14,5,22.6,25.8,32.8,33.3
2019,24,15,5,23.2,26.2,33.0,33.3
2019,24,16,5,22.6,25.8,32.8,33.3
2019,24,17,5,23.8,26.8,33.8,33.3
2019,24,18,5,25.7,27.8,33.0,33.3
2019,24,19,5,21.6,26.0,35.6,33.3
2019,24,20,5,26.0,28.4,34.6,33.3
2019,24,21,5,26.4,28.4,33.6,33.3
2019,24,22,5,24.5,27.0,33.0,33.3
2019,24,23,5,24.8,27.4,33.8,33.3
2019,24,24,5,23.7,26.6,33.4,33.3
2019,24,25,5,24.9,27.4,33.6,33.3
2019,24,26,5,22.1,25.8,33.8,33.3
2019,24,27,5,24.2,27.0,33.6,33.3
2019,24,28,5,24.7,27.4,34.0,33.3
2019,24,29,5,24.6,27.2,33.4,33.3
2019,24,30,5,23.3,26.4,33.4,33.3
2019,24,31,5,24.3,27.0,33.4,33.3
2019,36,1,5,23.2,26.0,32.4,33.3
2019,36,2,5,21.3,25.0,32.8,33.3
2019,36,3,5,22.3,25.6,32.8,33.3
2019,36,4,5,22.7,26.0,33.2,33.3
2019,36,5,5,22.3,25.6,32.8,33.3
2019,36,6,5,23.6,26.2,32.2,33.3
2019,36,7,5,23.9,26.6,32.8,33.3
2019,36,8,5,22.9,26.0,33.0,33.3
2019,36,9,5,21.3,25.0,32.8,33.3
2019,36,10,5,23.2,26.2,33.0,33.3
2019,36,11,5,22.4,25.6,32.6,33.3
2019,36,12,5,23.8,26.4,32.4,33.3
2019,36,13,5,23.5,26.4,33.0,33.3
2019,36,14,5,23.6,26.4,32.8,33.3
2019,36,15,5,22.9,26.0,33.0,33.3
2019,36,16,5,23.0,26.2,33.4,33.3
2019,36,17,5,24.3,27.0,33.4,33.3
2019,36,18,5,26.2,28.4,34.0,33.3
2019,36,19,5,23.2,26.8,35.0,33.3
2019,36,21,5,26.3,28.2,33.2,33.3
2019,36,22,5,24.5,27.0,33.0,33.3
2019,36,23,5,24.9,27.4,33.4,33.3
2019,36,24,5,24.7,27.4,34.0,33.3
2019,36,25,5,24.1,27.0,33.8,33.3
2019,36,26,5,24.0,26.8,33.4,33.3
2019,36,27,5,24.9,27.4,33.6,33.3
2019,36,28,5,24.7,27.4,34.0,33.3
2019,36,29,5,25.0,27.6,34.0,33.3
2019,36,30,5,24.7,27.4,34.0,33.3
2019,36,31,5,24.9,27.6,34.2,33.3
2019,48,1,5,22.7,25.4,31.4,33.3
2019,48,2,5,22.7,25.4,31.4,33.3
2019,48,3,5,22.6,25.4,31.6,33.3
2019,48,4,5,22.3,25.4,32.2,33.3
2019,48,5,5,23.0,25.8,31.4,33.3
2019,48,6,5,22.5,25.2,31.0,33.3
2019,48,7,5,23.6,26.0,31.4,33.3
2019,48,8,5,23.0,25.6,31.4,33.3
2019,48,9,5,21.3,24.6,31.4,33.3
2019,48,10,5,23.7,26.2,32.0,33.3
2019,48,11,5,22.0,25.0,31.4,33.3
2019,48,12,5,23.6,26.2,31.4,33.3
2019,48,13,5,23.9,26.2,31.6,33.3
2019,48,14,5,23.6,26.0,31.4,33.3
2019,48,15,5,23.8,26.2,31.8,33.3
2019,48,16,5,23.3,26.0,32.0,33.3
2019,48,17,5,24.4,26.6,31.8,33.3
2019,48,18,5,25.7,27.6,32.4,33.3
2019,48,19,5,24.2,26.6,32.2,33.3
2019,48,20,5,26.1,28.0,32.8,33.3
2019,48,21,5,25.5,27.4,32.0,33.3
2019,48,22,5,23.9,26.4,32.2,33.3
2019,48,23,5,25.5,27.4,32.0,33.3
2019,48,24,5,25.8,27.6,32.0,33.3
2019,48,25,5,24.0,26.6,32.6,33.3
2019,48,26,5,24.7,27.0,32.6,33.3
2019,48,27,5,24.4,26.8,32.4,33.3
2019,48,28,5,25.0,27.4,33.2,33.3
2019,48,29,5,25.1,27.2,32.4,33.3
2019,48,30,5,24.7,27.0,32.6,33.3
2019,48,31,5,24.9,27.4,33.4,33.3
2019,60,1,5,23.2,25.0,29.0,33.3
2019,60,2,5,22.5,24.6,29.0,33.3
2019,60,3,5,22.5,24.6,29.0,33.3
2019,60,4,5,23.2,25.2,29.6,33.3
2019,60,5,5,23.6,25.4,29.4,33.3
2019,60,6,5,23.8,25.4,29.0,33.3
2019,60,7,5,23.6,25.4,29.4,33.3
2019,60,8,5,23.6,25.4,29.4,33.3
2019,60,9,5,22.3,24.6,29.4,33.3
2019,60,10,5,23.6,25.4,29.4,33.3
2019,60,11,5,23.1,24.8,28.4,33.3
2019,60,12,5,24.5,26.0,29.4,33.3
2019,60,13,5,23.6,25.4,29.4,33.3
2019,60,14,5,23.5,25.2,29.0,33.3
2019,60,15,5,23.8,25.4,29.0,33.3
2019,60,16,5,23.8,25.4,29.0,33.3
2019,60,17,5,24.1,25.8,29.6,33.3
2019,60,18,5,24.6,26.2,30.0,33.3
2019,60,19,5,24.6,26.2,30.0,33.3
2019,60,20,5,26.0,27.2,30.2,33.3
2019,60,21,5,26.1,27.2,30.0,33.3
2019,60,22,5,24.5,26.0,29.6,33.3
2019,60,23,5,25.2,26.6,30.0,33.3
2019,60,24,5,25.8,27.0,30.0,33.3
2019,60,25,5,24.4,26.0,29.8,33.3
2019,60,26,5,25.0,26.6,30.4,33.3
2019,60,27,5,25.1,26.6,30.2,33.3
2019,60,28,5,25.7,27.0,30.2,33.3
2019,60,29,5,25.9,27.2,30.4,33.3
2019,60,30,5,25.2,26.6,30.0,33.3
2019,60,31,5,24.9,26.6,30.6,33.3
2019,72,1,5,23.5,25.0,28.4,33.3
2019,72,2,5,22.7,24.4,28.0,33.3
2019,72,3,5,22.4,24.4,28.6,33.3
2019,72,4,5,23.2,25.0,29.0,33.3
2019,72,5,5,23.5,25.2,29.0,33.3
2019,72,6,5,23.8,25.2,28.4,33.3
2019,72,7,5,23.9,25.4,28.8,33.3
2019,72,8,5,23.7,25.2,28.6,33.3
2019,72,9,5,23.2,25.0,29.0,33.3
2019,72,10,5,22.8,24.6,28.4,33.3
2019,72,11,5,23.5,25.0,28.4,33.3
2019,72,12,5,23.9,25.4,28.8,33.3
2019,72,13,5,23.3,25.0,28.8,33.3
2019,72,14,5,23.3,25.0,28.8,33.3
2019,72,15,5,24.3,25.4,28.0,33.3
2019,72,16,5,23.9,25.2,28.0,33.3
2019,72,17,5,24.9,25.8,28.0,33.3
2019,72,18,5,25.4,26.4,28.8,33.3
2019,72,19,5,25.3,26.4,29.0,33.3
2019,72,20,5,25.4,26.6,29.4,33.3
2019,72,21,5,26.1,27.0,29.2,33.3
2019,72,22,5,25.2,26.4,29.2,33.3
2019,72,23,5,25.3,26.6,29.8,33.3
2019,72,24,5,25.4,26.6,29.6,33.3
2019,72,25,5,24.3,25.8,29.2,33.3
2019,72,26,5,24.6,26.2,30.0,33.3
2019,72,27,5,25.0,26.4,29.8,33.3
2019,72,28,5,25.3,26.6,29.8,33.3
2019,72,29,5,25.3,26.6,29.8,33.3
2019,72,30,5,25.1,26.4,29.6,33.3
2019,72,31,5,25.1,26.6,30.2,33.3
2019,84,1,5,24.7,25.8,28.4,33.3
2019,84,2,5,23.3,24.8,28.0,33.3
2019,84,3,5,22.5,24.0,27.2,33.3
2019,84,4,5,21.8,24.0,28.6,33.3
2019,84,5,5,22.5,24.4,28.4,33.3
2019,84,6,5,23.7,25.0,27.8,33.3
2019,84,7,5,23.8,25.0,27.6,33.3
2019,84,8,5,23.5,25.0,28.4,33.3
2019,84,9,5,22.6,24.4,28.2,33.3
2019,84,10,5,23.5,25.0,28.4,33.3
2019,84,11,5,22.1,24.0,28.0,33.3
2019,84,12,5,22.6,24.0,27.0,33.3
2019,84,13,5,23.5,25.0,28.4,33.3
2019,84,14,5,23.5,25.0,28.4,33.3
2019,84,15,5,23.0,24.2,26.8,33.3
2019,84,16,5,22.9,24.4,27.6,33.3
2019,84,17,5,24.3,25.2,27.2,33.3
2019,84,18,5,24.6,25.4,27.2,33.3
2019,84,19,5,24.4,25.4,27.6,33.3
2019,84,20,5,25.2,26.0,27.8,33.3
2019,84,21,5,25.4,26.4,28.8,33.3
2019,84,22,5,25.7,26.6,28.8,33.3
2019,84,23,5,24.6,25.8,28.6,33.3
2019,84,24,5,25.1,26.2,28.8,33.3
2019,84,25,5,24.8,26.2,29.4,33.3
2019,84,26,5,23.3,25.0,28.8,33.3
2019,84,27,5,24.5,26.0,29.4,33.3
2019,84,28,5,24.1,25.6,29.0,33.3
2019,84,29,5,24.8,26.0,28.8,33.3
2019,84,30,5,25.0,26.2,29.0,33.3
2019,84,31,5,24.0,25.6,29.2,33.3
2019,0,1,6,24.3,25.4,28.0,32.0
2019,0,2,6,25.2,26.2,28.6,32.0
2019,0,3,6,24.9,26.4,30.0,32.0
2019,0,4,6,25.0,26.4,29.8,32.0
2019,0,5,6,25.1,26.4,29.6,32.0
2019,0,6,6,25.7,26.8,29.6,32.0
2019,0,7,6,25.6,26.8,29.8,32.0
2019,0,9,6,26.5,27.6,30.4,32.0
2019,0,10,6,25.3,26.4,29.0,32.0
2019,0,11,6,24.1,24.6,25.8,32.0
2019,0,12,6,22.2,24.8,30.4,32.0
2019,0,13,6,24.3,25.2,27.2,32.0
2019,0,14,6,25.4,26.2,28.2,32.0
2019,0,15,6,24.9,25.6,27.2,32.0
2019,0,16,6,25.9,26.6,28.4,32.0
2019,0,17,6,25.6,26.6,29.0,32.0
2019,0,18,6,25.7,26.6,28.8,32.0
2019,0,19,6,25.3,25.6,26.4,32.0
2019,0,20,6,26.3,26.8,28.0,32.0
2019,0,21,6,26.2,27.0,29.0,32.0
2019,0,22,6,25.2,26.2,28.6,32.0
2019,0,23,6,24.6,26.0,29.2,32.0
2019,0,24,6,25.1,26.4,29.4,32.0
2019,0,25,6,25.4,26.0,27.4,32.0
2019,0,26,6,25.4,26.2,28.0,32.0
2019,0,27,6,25.6,26.0,27.0,32.0
2019,0,28,6,25.4,26.4,28.8,32.0
2019,0,29,6,24.1,24.6,25.8,32.0
2019,0,30,6,25.7,26.4,28.0,32.0
2019,12,1,6,24.5,26.6,31.6,32.0
2019,12,2,6,25.1,27.0,31.6,32.0
2019,12,3,6,25.4,27.4,32.4,32.0
2019,12,4,6,25.3,27.2,31.8,32.0
2019,12,5,6,25.2,27.0,31.4,32.0
2019,12,6,6,25.4,27.0,30.8,32.0
2019,12,7,6,26.0,27.6,31.6,32.0
2019,12,8,6,26.2,27.6,31.2,32.0
2019,12,9,6,25.9,27.6,31.8,32.0
2019,12,10,6,25.5,27.0,30.6,32.0
2019,12,11,6,26.0,26.6,28.0,32.0
2019,12,12,6,23.0,25.4,30.6,32.0
2019,12,13,6,26.3,28.2,33.0,32.0
2019,12,14,6,26.2,26.8,28.2,32.0
2019,12,15,6,25.8,26.4,27.8,32.0
2019,12,16,6,26.5,27.6,30.4,32.0
2019,12,17,6,26.1,27.4,30.6,32.0
2019,12,18,6,26.2,27.4,30.4,32.0
2019,12,19,6,25.9,26.2,27.0,32.0
2019,12,20,6,25.5,27.0,30.6,32.0
2019,12,21,6,25.3,26.6,29.8,32.0
2019,12,22,6,24.2,26.0,30.2,32.0
2019,12,23,6,25.1,26.6,30.2,32.0
2019,12,24,6,24.5,26.2,30.2,32.0
2019,12,25,6,25.5,26.6,29.2,32.0
2019,12,26,6,26.5,27.0,28.2,32.0
2019,12,27,6,26.8,27.4,29.0,32.0
2019,12,28,6,25.6,26.6,29.0,32.0
2019,12,29,6,23.7,24.0,24.6,32.0
2019,12,30,6,24.4,25.0,26.4,32.0
2019,24,1,6,23.8,27.0,34.6,32.0
2019,24,2,6,24.6,27.4,34.2,32.0
2019,24,3,6,25.4,27.8,33.8,32.0
2019,24,4,6,23.2,26.4,33.6,32.0
2019,24,5,6,25.0,27.4,33.2,32.0
2019,24,6,6,25.3,27.8,34.0,32.0
2019,24,7,6,24.8,27.6,34.4,32.0
2019,24,8,6,26.7,28.8,34.4,32.0
2019,24,9,6,26.5,29.2,36.4,32.0
2019,24,10,6,24.9,27.6,34.2,32.0
2019,24,11,6,25.0,27.6,34.0,32.0
2019,24,12,6,25.4,26.2,28.0,32.0
2019,24,13,6,26.3,28.2,33.2,32.0
2019,24,14,6,26.3,28.2,33.0,32.0
2019,24,15,6,27.1,28.4,31.8,32.0
2019,24,16,6,26.0,28.0,33.2,32.0
2019,24,17,6,27.9,29.0,32.0,32.0
2019,24,18,6,27.3,28.6,32.0,32.0
2019,24,19,6,27.2,28.0,30.2,32.0
2019,24,20,6,25.4,27.6,33.0,32.0
2019,24,21,6,25.3,27.4,32.6,32.0
2019,24,22,6,24.7,27.0,32.4,32.0
2019,24,23,6,25.4,27.4,32.4,32.0
2019,24,24,6,25.3,27.0,31.2,32.0
2019,24,25,6,26.5,28.0,31.8,32.0
2019,24,26,6,26.2,27.6,31.2,32.0
2019,24,27,6,26.4,27.8,31.4,32.0
2019,24,28,6,25.1,25.4,26.0,32.0
2019,24,29,6,23.9,24.8,25.6,32.0
2019,24,30,6,24.9,25.4,26.6,32.0
2019,36,1,6,25.3,27.4,32.6,32.0
2019,36,2,6,25.0,27.6,34.0,32.0
2019,36,3,6,25.8,28.2,34.4,32.0
2019,36,4,6,25.1,27.6,33.8,32.0
2019,36,5,6,25.2,27.8,34.2,32.0
2019,36,6,6,25.3,28.0,34.8,32.0
2019,36,7,6,25.4,28.0,34.4,32.0
2019,36,8,6,24.7,27.6,34.6,32.0
2019,36,9,6,26.7,29.0,35.2,32.0
2019,36,10,6,25.7,28.4,35.2,32.0
2019,36,11,6,25.4,27.6,33.0,32.0
2019,36,12,6,24.6,25.4,27.2,32.0
2019,36,13,6,27.1,29.0,34.2,32.0
2019,36,14,6,26.1,28.2,33.6,32.0
2019,36,15,6,26.1,28.2,33.6,32.0
2019,36,16,6,27.3,28.4,31.2,32.0
2019,36,17,6,25.9,28.0,33.4,32.0
2019,36,18,6,25.6,26.6,29.0,32.0
2019,36,19,6,26.4,28.0,32.0,32.0
2019,36,20,6,25.9,28.0,33.4,32.0
2019,36,21,6,25.0,27.4,33.2,32.0
2019,36,22,6,25.3,27.6,33.2,32.0
2019,36,23,6,25.0,27.4,33.2,32.0
2019,36,24,6,25.4,26.6,29.4,32.0
2019,36,25,6,26.0,27.8,32.4,32.0
2019,36,26,6,25.8,27.6,32.0,32.0
2019,36,27,6,25.4,27.6,33.0,32.0
2019,36,28,6,26.1,26.4,27.2,32.0
2019,36,29,6,24.8,25.2,26.2,32.0
2019,36,30,6,25.9,26.6,28.2,32.0
2019,48,1,6,25.1,27.4,33.0,32.0
2019,48,2,6,25.3,27.4,32.6,32.0
2019,48,3,6,25.1,27.4,33.0,32.0
2019,48,4,6,25.3,27.4,32.6,32.0
2019,48,5,6,25.1,27.2,32.2,32.0
2019,48,6,6,25.3,27.4,32.6,32.0
2019,48,7,6,26.0,28.0,33.0,32.0
2019,48,8,6,25.9,28.0,33.4,32.0
2019,48,9,6,26.2,28.2,33.4,32.0
2019,48,10,6,27.1,28.8,33.4,32.0
2019,48,11,6,25.7,27.6,32.4,32.0
2019,48,12,6,24.8,25.6,27.4,32.0
2019,48,13,6,25.1,26.2,28.8,32.0
2019,48,14,6,25.5,26.2,27.8,32.0
2019,48,15,6,27.6,28.6,31.4,32.0
2019,48,16,6,26.3,28.2,33.2,32.0
2019,48,17,6,26.0,28.0,33.0,32.0
2019,48,18,6,25.3,26.0,27.6,32.0
2019,48,19,6,26.0,27.6,31.6,32.0
2019,48,20,6,25.8,27.8,32.8,32.0
2019,48,21,6,25.4,27.4,32.4,32.0
2019,48,22,6,25.0,26.8,31.2,32.0
2019,48,23,6,24.8,27.0,32.2,32.0
2019,48,24,6,24.7,26.4,30.4,32.0
2019,48,25,6,25.6,27.2,31.2,32.0
2019,48,26,6,26.0,27.4,30.8,32.0
2019,48,27,6,25.8,27.2,30.6,32.0
2019,48,28,6,25.4,26.0,27.4,32.0
2019,48,29,6,25.1,26.0,28.2,32.0
2019,48,30,6,25.2,26.0,27.8,32.0
2019,60,1,6,24.9,26.6,30.6,32.0
2019,60,2,6,24.9,26.6,30.6,32.0
2019,60,3,6,25.4,27.0,30.8,32.0
2019,60,4,6,24.9,26.6,30.6,32.0
2019,60,5,6,25.3,26.8,30.4,32.0
2019,60,6,6,25.5,27.0,30.6,32.0
2019,60,7,6,26.0,27.4,31.0,32.0
2019,60,8,6,25.8,27.4,31.4,32.0
2019,60,9,6,25.9,27.6,31.8,32.0
2019,60,10,6,27.9,28.6,30.6,32.0
2019,60,11,6,26.0,27.4,31.0,32.0
2019,60,12,6,22.6,23.8,26.4,32.0
2019,60,13,6,24.7,26.0,29.0,32.0
2019,60,14,6,25.2,25.6,26.6,32.0
2019,60,15,6,26.6,27.4,29.4,32.0
2019,60,16,6,25.8,27.0,30.0,32.0
2019,60,17,6,25.6,27.0,30.4,32.0
2019,60,18,6,25.8,26.4,27.8,32.0
2019,60,19,6,25.8,27.0,30.0,32.0
2019,60,20,6,25.4,26.8,30.2,32.0
2019,60,21,6,25.1,26.6,30.2,32.0
2019,60,22,6,25.0,26.6,30.4,32.0
2019,60,23,6,25.0,26.6,30.4,32.0
2019,60,24,6,24.9,26.2,29.2,32.0
2019,60,25,6,25.0,26.4,29.8,32.0
2019,60,26,6,25.9,27.0,29.8,32.0
2019,60,27,6,25.3,26.4,29.0,32.0
2019,60,28,6,25.0,25.4,26.4,32.0
2019,60,29,6,25.6,26.4,28.4,32.0
2019,60,30,6,25.8,26.2,27.2,32.0
2019,72,1,6,24.8,26.4,30.2,32.0
2019,72,2,6,24.9,26.6,30.6,32.0
2019,72,3,6,25.6,27.0,30.4,32.0
2019,72,4,6,24.9,26.4,30.0,32.0
2019,72,5,6,25.9,27.2,30.4,32.0
2019,72,6,6,25.5,27.0,30.6,32.0
2019,72,7,6,26.3,27.6,30.8,32.0
2019,72,8,6,26.3,27.6,30.8,32.0
2019,72,9,6,22.9,25.4,31.0,32.0
2019,72,10,6,24.4,24.8,25.6,32.0
2019,72,11,6,26.7,27.6,30.0,32.0
2019,72,12,6,22.6,23.8,26.4,32.0
2019,72,13,6,25.2,26.2,28.6,32.0
